File,PV_list_lemmtaized,Difficulty,Duration,k1_percent,k2_percent,k3_percent,k1_2_percent,k1_3_percent,k1_4_percent,k1_5_percent,k1_6_percent,Accent,Genre,URL
AL178,"talk about, talk about, root for, root against, idealize by, start by, drive by, bring on, start in, live among, move into, kick at, begin with, figure out, learn from, call on, saideth until, rid of, war on, thow out, shape like, come at, adventure in, stay in, gain in, go to, think about, lead to, come up, take up, head for, cry out, volunteer for, get off, encounter along, arrive in, hide under, succeed in, step up, get in, move onto, know to, expand by, call for, call off, hang around, continue through, focus on, go to, volunteer for, know from, go by, come up, pay for, result in, fight on, come up, dethrone by, stick in, turn out, conquer by, open up, take up, believe in, conceive of, mean to",23,10.41,57,11,10,68,78,81,81,82,American,AL,https://www.youtube.com/watch?v=WBSCJYUjUTM
AL179,"talk about, talk about, shut up, appear on, fold in, fit in, turn to, write by, preserve via, think of, write as, live in, apply over, memorize by, listen to, go to, bring with, give away, recover from, travel through, return to, rule by, live in, rule by, talk about, find out, bring up, look like, convert to, start with, rule until, run from, trade with, seem like, go to, spread along, benefit from, see in, take off, replace by, return from, bring back, visit by, fascinate by, go into, go from, treat like, engage in, fall to, overthrow for, live in, go of, come on, shut up, move to, bring with, live in, wait for, influence by, start by, arrive in, go on, adopt by, start out, look at, rely on, fall into, look at",23,9.58,56,15,9,72,81,83,83,85,American,AL,https://www.youtube.com/watch?v=E6HZWCmWG_E
AL180,"wait for, do in, renowne for, talk about, go on, accord to, live near, think of, go to, come out, hang out, start with, go to, bear around, poison to, kill during, base on, show up, vote with, go on, stretch from, fall to, ’ in, suck at, BIRTHDAY to, live on, leave with, happen to, build on, compare to, hole up, terrify of, return to, exist for, fall into, walk from, believe in, tie to, think of, prosper throughout, bathe in, clasp to, blend in, take up, open up, open up, infect with, accord to, trade with, think about, end up",20,10.13,57,13,9,70,78,81,81,82,American,AL,https://www.youtube.com/watch?v=W06fuMMGOBI
AL181,"talk about, talk about, focus on, make out, focus on, make out, talk about, pay for, say with, blow up, wait for, go to, live in, trade for, live in, take off, hear about, think of, think of, count on, sail between, sail between, arrive on, participate in, set up, act as, dominate by, point out, dominate by, set by, find out, kidnap by, strap onto, trade for, ship in, come from, ship from, come from, navigate by, spread throughout, tack against, travel in, live in, learn about, spread to, trade with, act as, go through, happen to, rise up, go through, see in, decline in, bring up, trough in",22,9.3,60,13,8,74,81,85,85,87,American,AL,https://www.youtube.com/watch?v=-f4BPW86xtU
AL182,"talk about, talk about, return to, seem like, shut up, lead to, make up, walk around, build for, rely on, go to, head to, fall to, mean like, make of, consort with, poope on, root from, accord to, bury in, go to, disgust by, trade with, make out, know for, come from, add to, sound like, answer to, mean at, live in, live in, last from, found by, mean like, rule from, rule from, judge from, control about, remember from, send out, rule over, deal with, shut up, do in, get into, link to, start out, happen in, bring up, break down, return to, speak of, carry of, listen up, equip by, exist for, look for, turn out",14,9.27,58,14,7,72,79,82,82,83,American,AL,https://www.youtube.com/watch?v=JRNVuFTt5QQ
AL183,"talk about, talk about, talk about, talk about, migrate from, come down, found in, develop from, fight with, end with, venture into, derive from, verbose than, rely on, fall into, bond to, farm for, step on, end up, accord to, fall in, show up, know as, vie for, reemerge in, look at, go to, set up, set up, bring about, live in, do in, send from, know as, translate to, wellpositione for, go to, weaken in, look like, see in, culminate with, see as, track down, turn out, know as, negotiate for, know as, rule from, trust with, work with, sound like, depend on, point out, point to, set out, return to, hunt down, echo through, see by, think of, direct by, write by, guess at, relate to, answer by, say in",18,10.14,54,14,9,68,78,81,81,83,American,AL,https://www.youtube.com/watch?v=wTwuD7h8UXs
AL184,"pass for, hear of, move on, come to, sit in, remember from, dominate by, begin with, hear of, rule by, get in, rise from, go to, consist of, know as, know to, come to, engage in, trade with, jump on, disintereste in, build under, base on, come to, search for, get in, live in, land at, look for, answer with, sum up, create like, sit in, rely on, add to, base on, end up, know as, know as, figure out, base on, figure out, accord to, split between, unclaimed by, land on, pay for, fail at, return with, discuss in, encounter in, return from, speak for, depend on",17,9.6,57,13,10,70,80,83,83,84,American,AL,https://www.youtube.com/watch?v=KdaefjWcxiU
AL185,"talk about, know about, usher in, coincide with, idealize as, look at, look at, open up, concern with, add to, know as, stick with, associate with, focus on, come to, go to, prime for, specialize in, turn out, remember from, remember from, figure out, trade with, trade with, pay for, put on, pose for, pay for, lead to, talk about, weave in, dye with, find in, write to, wre from, accrue to, flee for, thank for, search for, come on, find in, happen in, start with, live amid, turn off, climb on, live in, base on, go down, filter down, experience by, live on, govern by, matter to, care about, introduce to, talk about, talk about, bear in, occur over",18,10.55,57,14,10,70,80,83,83,84,American,AL,https://www.youtube.com/watch?v=dOnuzaPXPHk
AL186,"talk about, talk about, think about, shut up, die as, see as, kill by, expose to, touch off, lead to, win by, kill by, happen to, lose to, die of, fight for, show up, spread by, return from, go on, pale in, work by, arrive in, come from, walk up, smoke until, hand out, smoke during, die from, die from, catch on, go to, turn into, arrive in, learn about, come to, engage in, combine with, exist before, bring over, live without, live without, live without, lead to, stagger to, double between, grow in, introduce to, turn out, show up, know as, know as, grow in, go to, live in, lead to, lead to, come to, lead to, make of, lead to, allow for, bring with, kill off, agree with, live for",21,11.08,55,15,9,69,78,82,82,83,American,AL,https://www.youtube.com/watch?v=bOAdsrcMZ_Q
AL187,"talk about, refer to, involve in, move from, die during, look like, sell like, come from, change over, go to, import to, begin after, remember as, work as, grow by, grow up, live in, trade for, capture by, trade to, own by, get to, get inside, know about, testify before, sell in, do with, dominate by, work as, work as, work without, crush in, sound like, import from, make up, end in, work in, look like, write for, start with, accord to, remove from, suck about, talk about, look at, go to, trade from, make up, venture into, play in, pass down, serve as, lead to, distinguish from, hold by, live on, inherit from, come before, grapple with, think of",15,10.27,56,14,9,71,80,84,84,84,American,AL,https://www.youtube.com/watch?v=MjEj2fUz2yw
AL188,"talk about, know about, spread around, whine about, go to, form out, show up, punctuate by, end with, rule over, service by, submit to, engage in, die in, found in, rule between, show up, build atop, arrive in, benefit in, found in, found in, step into, leave by, come over, make of, work in, do in, work at, find at, work in, go to, account for, side with, chalk up, credit to, lead to, play about, contribute to, sink in, pay for, default on, mine in, go to, go to, make out, run out, go to, pay in, lead to, put out, surrender in, think about, use for, lead to",22,9.83,57,13,8,70,78,82,82,84,American,AL,https://www.youtube.com/watch?v=0Lr3UHooYE0
AL189,"talk about, cross over, rest under, focus on, say about, win back, last for, happen by, begin in, end in, take from, fight between, depend on, support by, fight in, expand into, hold by, expand into, allow for, come for, send over, do by, capture in, kill in, indicate by, side with, prevent from, use for, live in, subsist on, depend on, generalize about, meet up, stay with, say about, come to, get along, settle in, rule by, lie with, vie for, happen in, send by, escape to, know as, gin up, undertake by, orchestrate by, come on, exclude from, work for, figure out, sign in, die in, live in, pay for, think about, happen in",19,10.91,57,15,9,72,81,83,83,84,American,AL,https://www.youtube.com/watch?v=tFBazyo9E4Y
AL190,"talk about, bear in, remember from, know for, end in, see from, establish in, go from, map out, talk about, shut up, obsess with, settle in, mention about, contribute to, think about, think about, feel about, look like, disagree over, speak to, turn to, go to, land in, greet by, return to, kill by, keep by, come from, reserve for, return to, make as, confuse with, take for, live in, associate with, see as, kill during, figure out, evidence by, pay for, do with, fire at, look like, end up, fit in, set up, show up, fly off, keep in",21,9.75,59,14,11,73,84,88,88,88,American,AL,https://www.youtube.com/watch?v=TJY3WdYQECs
AL191,"implant into, focus on, concern with, get through, start with, recall from, live in, go into, turn out, shut up, live under, live by, back down, lead to, dump about, go to, lead to, focus on, go to, set up, start in, edit out, do by, evidence by, function as, reach out, fight with, fight until, depend on, give up, throw off, look at, contain in, inform by, focus on, look at, fight against, think about, come out, link to, come up, live up, become on",16,10.48,56,15,12,71,83,85,85,86,American,AL,https://www.youtube.com/watch?v=6_ZD7o1X1Uw
AL192,"talk about, see as, call for, coincide with, evidence by, live in, dither about, have to, make up, show up, give up, respond by, respond by, come on, abolish in, lay out, apply to, tack on, apply to, go to, look like, hang on, know as, call for, fire on, reign in, look like, note by, stand around, make out, shore up, look like, die via, think of, celebrate for, suck at, lead by, guillotine in, put into, end up, get into, talk about, establish on, come from, succeed in, result in, live in, look at, come from, apply to, sort through",17,11.03,58,14,11,72,83,86,86,87,American,AL,https://www.youtube.com/watch?v=Dyt9RAqxIww
AL193,"begin in, come from, load with, mine from, give up, settle on, recall from, make up, stagger to, divide into, stay in, come to, serve in, work as, make up, break out, complain about, hold by, complain about, work for, hear from, work for, work at, start in, identify with, lobby for, play out, urge toward, grow in, thrill about, lead to, break out, break out, learn of, pay for, come into, give up, win after, rule by, go to, point out, apply to, command by, show up, ship to, die in, interfere with, work for, seem like, infer with, care about, go to, give up, call by, quote from, govern by, mar by, die in, stand up, stand up, read about",16,11.37,58,14,11,72,83,87,87,88,American,AL,https://www.youtube.com/watch?v=Yt5O3G-zvsc
AL194,"talk about, see in, turn out, characterize by, toll out, go to, get up, bear in, look at, evidence by, begin with, define by, take over, decamp to, turn out, defeat at, stay in, return to, come on, lobby for, hold onto, mess with, go to, lead by, support by, aim at, complicate by, lead by, lead by, last until, hold onto, push for, return to, work out, overthrow by, come to, appeal to, have in, bear in, go without, give up, fight against, hold on, hold on, attack by, name after, get out, look for, turn out, take up, vote in, die in, lead to, lead to, fight for, lead to",18,12.35,53,15,11,68,79,82,82,83,American,AL,https://www.youtube.com/watch?v=0LTN3XaOrgM
AL195,"talk about, occur around, result in, change about, dispose of, live on, rise above, engage in, make out, bring about, characterize by, connect to, begin around, occur across, start in, go to, look for, lead to, come along, fly in, build by, clear out, lead to, name after, create in, power by, culminate in, figure out, happen in, turn out, formulate as, come from, come from, run on, speak to, turn out, apply to, go to, look at, come to, look for, run on, combine with, look to, chalk up, support at, couple with, import from, invest in, compete with, talk about",20,9.97,56,19,11,75,86,88,88,89,American,AL,https://www.youtube.com/watch?v=4aKp9j_GI5k
AL196,"talk about, star in, work out, go to, know for, characterize by, focus on, look at, take off, resell at, take by, rely on, invest in, crank out, focus on, go behind, think about, think about, think about, go with, go to, advocate for, make for, invest in, result from, encourage by, come from, use at, bring down, make up, lead to, work in, work in, drop to, hold in, root in, pay for, control by, participate in, apply to, popularize in, talk about, talk about, know about, live in, live in, associate with, respond to, organize into, point out, point out, begin in, turn to, go beyond, throw off, get up, shave for, know as, talk about, take up, advocate for, set out, write in, invest in, read from, win out, fall over, think of",20,12.33,52,16,12,68,80,84,84,85,American,AL,https://www.youtube.com/watch?v=5NV47IG142g
AL197,"talk about, know about, associate with, associate with, see in, see in, found in, run up, get to, launch into, live in, live in, focus on, construct by, see as, rise from, think of, clamor for, talk about, focus on, come to, know as, go to, hear of, think of, accord to, build up, arrive in, sign after, do with, go to, think about, result in, happen in, lead to, give up, lead to, incorporate into, begin in, serve in, introduce in, fund by, destroy by, look like, exist for, exist for, discover as, benefit from, benefit from, live in, inspire by, thrive on",18,10.91,51,16,10,67,77,81,81,82,American,AL,https://www.youtube.com/watch?v=UpyIrl0-Wcw
AL198,"think about, begin with, check in, overtake by, continue through, carry on, respond to, see as, cut off, make like, respond to, carry out, send in, carry out, give up, give up, think about, think about, speak of, involve in, set up, succeed at, take over, devastate by, work in, mix into, wipe out, wield by, look like, result in, die up, come through, die from, acquiesce to, defeat by, colonize by, get in, wait for, go to, rule over, resort to, rely on, associate with, rule by, rule by, rule through, rule in, put up, work out, remind of, talk about, find out, get into, lead to, build with, send in, lead to, bring on, grow in, come from, come from",21,12.45,50,17,10,67,77,81,81,82,American,AL,https://www.youtube.com/watch?v=NMiLRRsdHXc
AL199,"talk about, refer to, think of, talk about, begin with, look like, fix with, grow out, fuel by, go with, see on, sit through, bring up, serve with, get to, die in, set in, break out, think about, march in, mow down, accord to, go in, go down, fire into, make by, fight in, write about, come from, go over, go over, dominate by, accord to, publish by, put in, wait for, hope for, live under, accord to, shoot for, find on, make by, go to, occur in, replace by, lead to, happen in, end until, lead to, associate with, lead to, express by, sit in, blow up, emerge from, transition from, go to",17,10.73,56,15,9,71,80,83,83,85,American,AL,https://www.youtube.com/watch?v=bZl7qX-z12Y
AL200,"cut out, feel like, recall from, result in, cause for, work for, happen in, fire off, fire off, agree on, live in, convert to, lead to, explode at, quell like, create with, defer to, turn out, rule as, die in, control by, seem like, make in, die in, try to, turn out, get into, point out, wipe out, know as, invade by, fail against, help by, put on, win over, come in, send down, face with, move from, result in, suspect of, sympathize with, accuse of, aim at, go to, set out, talk about, know as, begin in, grow to, keep up, come up, psyche up, turn out, pay for, run out, end up, jump at, tear down, send to, happen in, mean at, live in",13,11.17,58,14,12,72,84,87,87,88,American,AL,https://www.youtube.com/watch?v=7wpgliO5lr8
AL201,"talk about, build to, put on, start on, end on, cause by, examine in, fight until, exemplify by, come to, infuse with, characterize by, roll over, knock out, look at, produce in, know as, start in, last through, go to, sign in, end until, lead to, live in, fame for, involve in, shut up, think of, wait for, focus on, know as, begin by, respond by, cut off, starve to, liberate in, do on, fight for, fight with, point out, advance from, execute in, deploy in, talk about, call for, starve to, live on, work to, kill by, distinguish from, involve in, suffer from, keep up, fight for, hold up, tie with, descend into",19,11.79,53,15,10,68,78,81,81,82,American,AL,https://www.youtube.com/watch?v=1QSty4s8K4M
AL202,"talk about, last into, hide under, remember in, defect from, go on, spit in, spit in, talk to, play out, take over, lead to, discuss on, say in, descend across, give between, start during, open up, motivate in, control by, note asshat, produce in, capture during, die in, go to, divide into, divide into, divide into, cut off, lead into, stand up, spend on, heat up, agree on, stand for, remake into, threaten by, end up, hold onto, lead to, send in, branch out, divide into, face by, seem like, come out, prop up, suck at, live in, lead to, prop up, invest in, keep up, open up, lead to, lead to, come down, reunite in, turn into, allow to, lead to, split up, hold onto, put before, take until, dominate by, hold in, feel like, go on, live in",18,11.51,56,14,9,70,79,82,82,83,American,AL,https://www.youtube.com/watch?v=Mz9ONqaPre0
AL203,"talk about, form in, prove about, last as, lead to, look at, cut to, sing like, see from, get off, happen after, learn from, come to, take over, say to, fight along, hand in, return to, weaken by, look like, think about, think about, go from, occur in, choose between, turn to, go to, bear to, know for, rule by, partition into, move to, move to, die in, assassinate by, turn out, strike in, use around, wrong by, sit on, account for, hold on, go on, end until, take over, like in, rule by, change in, overthrow by, turn to, redefine as, combine into, focus on, thrive in, see as, rise up, hold from, go on, go from, grow in, fall by, exist on, lurk around",21,11.47,53,14,12,67,79,81,81,82,American,AL,https://www.youtube.com/watch?v=Eq5s-M-xJao
AL204,"talk about, talk about, talk about, go to, reflect in, have during, symbolize by, lead to, play in, make in, send to, task with, do with, argue with, bully into, rid of, wade into, remember from, sell in, build by, buy by, make in, import to, talk about, manufacture in, have in, crumble up, fall out, emerge from, accord to, live on, argue about, make in, jump on, talk about, bring on, live in, stay in, move around, give up, broadcast in, translate from, purchase at, arrive at, travel by, opt for, accompany by, look like, live within, begin in, distribute around, get to, look at, get from, lead to, fit on",22,10.75,55,15,13,70,82,86,86,87,American,AL,https://www.youtube.com/watch?v=JoIFu2JTy6c
AL205,"use to, do in, get to, lead on, lead to, live in, remove from, think of, lead to, live through, see in, pay for, limit by, go to, live amid, skyrocket in, initiate by, bring under, cut down, go on, go out, do in, go into, go to, result in, go on, allow for, move from, account for, live with, manufacture in, see as, go to, lead to, develop in, participate in, look at, rule by, flourish in, show up, travel through, celebrate for, depend on, learn about, look at, make before",21,12.11,57,13,13,70,83,86,86,87,American,AL,https://www.youtube.com/watch?v=ipRwOoc-uVA
AL206,"find out, estimate in, go on, spread out, go into, go to, go into, go into, boil down, cross out",17,3.01,83,5,8,88,96,97,97,98,American,AL,https://www.youtube.com/watch?v=wYDef0QFOPs
AL207,"hang in, red as, figure out, red as, figure out, red as, figure out, start with, fill in, add up, red as",10,1.73,90,4,2,95,97,98,98,98,American,AL,https://www.youtube.com/watch?v=hoX1BqvSOA8
AL208,"poll between, base on, look at, look at, get to, get to, think about, think about, look at, look like, go up, go up, go up, go up, look like, look at, look like, look at, look at, go from, leave to, look at, rule out, mix up, get to",17,3.8,81,8,9,89,98,99,99,99,American,AL,https://www.youtube.com/watch?v=AoYB8yU7X-g
AL209,"base on, move in, take about, look at, move up, base on, increase at, go up, go up, go up, move up",12,3.54,81,8,8,89,97,98,98,98,American,AL,https://www.youtube.com/watch?v=_3P8IwzWUz8
AL210,"think about, talk about, talk about, talk about, go from, look at, look at, base on, know for, go with",16,3.81,82,10,5,92,97,97,97,97,American,AL,https://www.youtube.com/watch?v=T8rFmG_1W6U
AL211,"participate in, separate by, accord to, look at, accord to, accord to, base on, base on, base on, accord to, look at",10,1.17,80,8,10,88,98,99,99,99,American,AL,https://www.youtube.com/watch?v=ZsvR7zTXJK8
AL212,"travel between, look at, travel between, travel between, figure out, talk about, change in, look at, look at, go with",19,2.94,78,9,6,87,93,96,96,96,American,AL,https://www.youtube.com/watch?v=qNcZ897myzQ
AL213,"get from, think about, divide by, start off, divide by",12,1.48,84,7,1,92,93,94,94,94,American,AL,https://www.youtube.com/watch?v=CaUnxpwYSi8
AL214,"show in, work out, have to, think about, think about, get to",10,1.99,87,7,2,94,96,99,99,99,American,AL,https://www.youtube.com/watch?v=VilGIvuenVg
AL215,"apply to, pay for, apply to, divide by, divide by, rule out, go into, go into, go into, think about, go into, regroup from, go into, take off, take off",15,2.63,81,10,1,91,93,94,94,94,American,AL,https://www.youtube.com/watch?v=3umxZYyZUvw
AL216,"set up, think about, go from, divide by, multiply by, go from, look at, make with, rule out, base on, get to",17,1.69,85,6,3,92,95,97,97,98,American,AL,https://www.youtube.com/watch?v=PMQBzhrAaWk
AL217,"look at, talk about, look like, rule out, rule out, look at, look at, look at, depend on, leave with, fit on, leave with",15,2.97,78,7,7,85,92,93,93,94,American,AL,https://www.youtube.com/watch?v=LQcuAUYSJsw
AL218,"find in, think about, divide by, find in, work out, divide by, cancel out, leave with, figure out",15,2.52,83,7,2,90,91,93,93,97,American,AL,https://www.youtube.com/watch?v=cIBRyHBoiAc
AL219,"measure in, grow by, grow by, go on, grow in, grow in, say on, divide by, think about, talk about, base on, grow by, grow by, grow by, get to, go by, grow by, multiply by, figure out, clear out, round to",19,4.41,80,9,5,89,94,95,95,95,American,AL,https://www.youtube.com/watch?v=LlmOGQuSHWQ
AL220,"fit on, look at, base on, look at, bear on, bear on, talk about, bear between, bear between, bear in, bear in, bear in, talk about, talk about, compare from, talk about, bear in, bear in, go off, be in, look at, bear in, bear in, bear in, look like, look at, bear in, see in, bear in, bear in, bear in, look at, look at, bear between, look like, look like, bear in, bear in, bear in, talk about, talk about, look at, bear in, bear in, bear in, change for",14,6.24,83,8,5,91,95,96,96,97,American,AL,https://www.youtube.com/watch?v=J7NUjx2Xqx4
AL221,"connect to, keep in, think about, visualize in, know of, rule out, figure out, multiply by, have per, fit in, multiply by, work out, divide by, base on, look at, convert to, think in, look like, come from",19,4.2,81,6,7,87,95,97,97,97,American,AL,https://www.youtube.com/watch?v=FrIbEgvAm2k
AL222,"figure out, know on, figure out, square per, cancel out, square over, show up, look at, cancel out, divide by, divide by, leave with",11,3.54,83,11,2,94,96,97,97,97,American,AL,https://www.youtube.com/watch?v=kQNXvVE18WI
AL223,"measure in, measure in, start at, start at, start at, look at, start at, start at, start at, think about, seem like, start out, end up, describe in",15,2.85,76,12,5,89,93,97,97,97,American,AL,https://www.youtube.com/watch?v=54KBgEmFfxo
AL224,"measure in, happen after, look like, raise to",11,2.09,85,6,2,91,94,95,95,96,American,AL,https://www.youtube.com/watch?v=fiKEYulmG78
AL225,"turn into, look at, surround by, start with, go down, see in, log out, find out, look like, look like, see for, log out, get at, use for, pass in, go through",10,4.21,73,8,5,80,85,88,88,89,American,AL,https://www.youtube.com/watch?v=nrDsnbzy5-o
AL226,"pass in, start off, pass in, float off, float off, show up, pass in, float off, know as, pass in, float off, float off, leave in, append to, clear out, append to, do behind",16,5.18,67,10,6,77,84,86,86,86,American,AL,https://www.youtube.com/watch?v=DFzNeeKGsNE
AL227,"look like, select by, attribute with, notice down, do by, look like",21,1.99,67,10,4,77,81,83,83,84,American,AL,https://www.youtube.com/watch?v=jlmwVbyiLo4
AL228,"base on, find by, look inside, look for, loop through, run into, look up, use in, pass in",19,2.72,72,9,6,81,87,89,89,89,American,AL,https://www.youtube.com/watch?v=p1ogAQEy5dg
AL229,"look at, pass in, show up, show up, pass as, show up, rid of, pass in, interpret as, attach to",18,1.39,77,7,7,84,91,93,93,94,American,AL,https://www.youtube.com/watch?v=BVk8LdTUBus
AL230,"agree with, start with, start off, attach to, look for, look for, controlshifti on, log out",19,2.63,70,8,6,78,84,86,86,86,American,AL,https://www.youtube.com/watch?v=bNyCUysWqi4
AL231,"have as, come with, change in, find out, open up, open up, go to, go to, go to, find out, relate to, log out, keep in, do in, go through",13,2.3,73,8,7,81,88,89,89,90,American,AL,https://www.youtube.com/watch?v=gu5BLmpyMhY
AL232,"start by, iterate through, put inside, look like, specify with, point at, figure out, do with, go to, catch on, go to, do up, do with, look for, paste in, look like, iterate through, use to, stick around",14,3.87,65,11,5,76,81,83,83,84,American,AL,https://www.youtube.com/watch?v=czhpPiHG1o0
AL233,"start with, see on, ship with, come with",14,1.41,67,9,7,77,84,87,87,88,American,AL,https://www.youtube.com/watch?v=89sHSegXv_Q
AL234,"end up, clutter up, start up, use to, refer to, support in, work in, know about, work in, think about, depend on",18,2.98,70,8,4,78,81,83,83,85,American,AL,https://www.youtube.com/watch?v=9arwkwWElgI
AL235,"stand for, change about, attach to, go through, look for, find by, watch for, talk about, do in, talk about, move on, respond to, do with",18,2.4,70,7,9,77,86,88,88,89,American,AL,https://www.youtube.com/watch?v=e44NVz_tOwo
AL236,"make up, put inside, happen on, use in, write out, bring up, take up, replace with, go into, go at",20,3.2,68,10,6,79,84,86,86,87,American,AL,https://www.youtube.com/watch?v=DngfhXuv3mU
AL237,"enter into, get in, enter into, take off, say in, get into, take off, land on, take back, want from, get within, go into, take off, end up, damage in, occur in, go onto, look at, knock out, take by, go into",15,6.41,67,13,5,80,85,87,87,88,American,AL,https://www.youtube.com/watch?v=5dEr1e98_Rg
AL238,"happen in, focus on, look at, control like, happen in, embroil in, go on, lead by, lead by, continue through, get to, go into, refer to, fight off, happen in, happen in, go through, ally with, take over, take over, take over, go into, go into, take over, take over, take over, take on, get into, take over, remember at, carve out, have in, get into",17,6.99,65,9,7,74,82,83,83,83,American,AL,https://www.youtube.com/watch?v=R-q4WFUxb-k
AL239,"close in, start in, go on, see from, start in, march through, surrender in, remember in, land on, slog through, liberate in, liberate until, liberate in, document in, depict in, involve in, deploy in, travel at, send in, get to, go into, march towards, march in, go through, take on, involve in, finish out, start in, look like, call in, face by, start in, ride on, approach from, approach from, approach from",21,5.89,65,12,7,77,83,85,85,86,American,AL,https://www.youtube.com/watch?v=8kGnvofB1vk
AL240,"enter into, remember from, continue throughout, talk about, look at, think about, lead to, talk about, trade with, talk about, talk about, go to, stand for, leave on, embark on, exist between, give by, sail in, jump in, Rams into, go down, take down, go down, die on, lead to, concerned on, lead to, break out, break out, enter into, trade with, talk about, happen in, complie on, give as, happen in, happen in, run up, run on, enter on, loosen up, get into, go to, happen with, break out, write to, stay out, write to, look for, prohibit from, point in, say in, rid of, make out, tide to",20,10.29,61,13,10,74,84,87,87,88,American,AL,https://www.youtube.com/watch?v=tL7AciS9LvE
AL241,"enter into, go into, enter into, go on, knock out, go after, go after, go into, talk about, name after, land in, divert to, kill in, kill in, happen at, go into, happen in, knock out, end up, go on, go on, see in",16,5.38,64,10,6,74,80,81,81,82,American,AL,https://www.youtube.com/watch?v=hKsS1rbaI4s
AL242,"see in, turn in, get into, follow by, go on, turn out, start in, make about, look at, start in, continue for, go up, bogge down, bogge down, defeat in, commence in, go on, talk about, go from, travel by, guess for, go into, go into, lead to, commence in, arrive in, arrive in, arrive in, see in, go on",16,4.79,63,13,6,76,82,83,83,83,American,AL,https://www.youtube.com/watch?v=Pll6pVAg8MA
AL243,"enter into, base on, go into, go with, go over, control by, intercept by, share with, talk to, begin on, endeavor in, leave to, talk about, talk about, talk about, get into, enter into",16,3.69,64,12,9,77,86,87,87,88,American,AL,https://www.youtube.com/watch?v=pIlkqL3TJCk
AL244,"go into, talk about, back up, talk about, forbid from, accord to, talk about, estimate at, pay in, pay in, pay in, pay in, pay in, draft in, convert into, happen in, go into, end up, grow by, talk about, accord to, take over, talk about, carve out, carve out, go to, go to, go to, go to, set up, forbid from, go out, forbid from, trade in, point to",18,5.8,62,11,11,73,84,86,86,87,American,AL,https://www.youtube.com/watch?v=Qs5IsxOJz9Q
AL245,"leave off, enter into, accelerate in, happen in, get to, fall to, embroil in, last over, think about, fall to, fall to, fall to, control by, prepare for, fall to, fall to, go after, refer to, apologize for, talk about, see in",14,5.42,65,8,6,74,80,82,82,82,American,AL,https://www.youtube.com/watch?v=fhmzD8wj5Gc
AL246,"break through, go into, go on, meet at, happen to, happen to, split up, have in, happen in, write about, see in, come to, get into, go into, win in, know as, win in, go on, go down, go into, take of, die in, get into, go into, do with, go into, kill at, continue on, learn about, learn about, drop on, involve in, end at, end in",15,7.19,64,13,6,78,84,85,85,85,American,AL,https://www.youtube.com/watch?v=hE2VXBZukDU
AL247,"see in, start in, see in, think about, happen in, talk about, apply to, push into, define by, talk about, happen in, go into, send to, take over, invade by, go into, start in, go into, take over, go into, fight in, battle out, take on, push up, get into, go into, happen in, do in, do in, take over, take over, knock out, want in, happen across, go on, knock out, go on, go on, overrun by, go for, go for, access to, go for, go on, go on, enter into",15,10.77,65,12,6,76,82,85,85,85,American,AL,https://www.youtube.com/watch?v=3Y6CjPQ9itI
AL248,"go into, go on, happen in, take over, take over, focus on, mobilize in, happen on, read through, talk about, read into, happen in, lay out, demand in, live in, assure of, do to, do to, arrive at, take over, get into, talk about, lead to, base on, close in, consent to, reduce to, happen with, obtain for, negotiate with, distinguish from, win on, take over, enjoy in, get to, use for, get out, do to, touch on, take by, effect along, selfgovern in, enter into, open as, talk about, inhabit by, guarantee by, exist as, carve out, lead to, talk about, get into, cooperate at, form as, draft during, come from, ratify by, replace by, talk about, take into, look like, get into, go to, look out",18,14.72,54,15,13,69,82,86,86,87,American,AL,https://www.youtube.com/watch?v=G4yfNMcp7QU
AL249,"base on, think about, cite by, cite in, enter into, commit by, execute on, go on, put on, talk about, talk about, talk about, fight for, talk about, make up, lobby on, get into, vote against, go to, vote against, give by, declare by, declare by, protest against, persist in, come up",16,6.13,62,13,11,75,86,88,88,89,American,AL,https://www.youtube.com/watch?v=GecOA6gatMA
AL250,"talk about, end in, ramp up, turn to, flock to, acknowledge as, acknowledge as, think of, go on, gobble up, talk about, compete with, take over, compete with, go throughout, fight for, come in, look at, get in, go through, falter with, get to, take on, enter into, talk about",15,9.51,63,11,10,74,84,87,87,87,American,AL,https://www.youtube.com/watch?v=I1KbKAiUW2U
AL251,"talk about, happen at, dictate by, lead by, come to, look like, learn about, talk about, fight in, pay for, come out, break up, depend on, base on, support by, put out, pay for, lead to, start of, refer to, talk to, do with, see in, strip of, carve out, carve out, cut out, capture in, form in, give over, lead to, get out, set up, oppose to, go into, split up, set up, forbid from, merge with, take out, shortlive before",15,9.05,57,14,10,71,81,83,83,83,American,AL,https://www.youtube.com/watch?v=60L0ndNcb2E
AL252,"turn in, happen in, begin with, end with, reduce to, look up, blow to, go on, look up, go into, go into, come from, meet up, go to, go to, go into, surrender to, slog through, happen in, happen in, happen in, happen in, defeat in, go on, look at, happen in",18,4.24,68,8,6,76,82,85,85,85,American,AL,https://www.youtube.com/watch?v=zUfYrdY-3rM
AL253,"accord to, look at, leave with, add to, start by, leave with, do with, base on, lead to, base on, lead to, lead to, lead to, lead to, work out, base on, arrive at, base on, divide by, adopt as",16,5.88,71,13,10,84,95,95,95,96,American,AL,https://www.youtube.com/watch?v=NOQRo9c9Auo
